Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
05/02/2024;1500;30,1;30,7;28,8;68.0;71.0;65.0;23,6;23,9;22,3;1007;1007,5;1007;2,7;126.0;5,9;2756,8;0
05/02/2024;1600;30,8;31,4;30,1;62.0;68.0;62.0;22,8;23,9;22,7;1006,2;1007;1006,2;4,2;119.0;7,1;3311;0
05/02/2024;1700;32;32,6;30,5;61.0;65.0;59.0;23,5;24,3;22,5;1005;1006,2;1005;3,4;139.0;7,4;3336;0
05/02/2024;1800;32,8;32,8;31,8;59.0;61.0;57.0;23,8;24,1;22,9;1003,9;1005;1003,9;3,6;133.0;7,6;3163,9;0
05/02/2024;1900;32,8;33,2;31,9;56.0;60.0;56.0;23;24;22,7;1002,8;1003,9;1002,8;3,4;124.0;7,7;2809,2;0
05/02/2024;2000;32,7;33,1;32,2;53.0;57.0;52.0;22,1;23,2;21,8;1001,8;1002,8;1001,8;4;127.0;7,3;1190,4;0
05/02/2024;2100;31,8;32,9;31,8;58.0;58.0;53.0;22,4;22,5;22;1001,7;1001,9;1001,7;2,9;117.0;7,3;784,7;0
05/02/2024;2200;30,5;31,8;30,5;63.0;63.0;57.0;22,6;22,8;22,2;1002;1002;1001,5;1,5;86.0;5,5;151,7;0
05/02/2024;2300;29,9;30,5;29,9;64.0;64.0;61.0;22,2;22,7;21,9;1002,4;1002,4;1002;1,4;61.0;3;10,3;0
06/02/2024;1100;27,4;27,4;25,6;80.0;91.0;80.0;23,6;24,6;23,6;1006,7;1006,7;1005,4;1,8;159.0;3,4;138;0
06/02/2024;1200;27,6;27,8;27,1;77.0;83.0;77.0;23,2;24,1;23,1;1007,6;1007,6;1006,7;2,9;129.0;4,8;765,2;0
06/02/2024;1300;29,3;29,3;27,6;69.0;77.0;68.0;23;23,5;22,4;1008;1008,1;1007,5;3,4;112.0;7,2;1704,5;0
06/02/2024;1400;31,2;31,4;29,1;59.0;69.0;59.0;22,3;23,1;22;1007,9;1008,2;1007,9;2,1;108.0;7,2;2468,8;0
06/02/2024;1500;31,4;31,8;30,6;59.0;62.0;57.0;22,6;23,2;21,7;1007,8;1008;1007,8;3,5;133.0;6,5;2874,1;0
06/02/2024;1600;31,8;32,3;31,2;56.0;61.0;55.0;22;23,4;22;1007,4;1007,8;1007,4;3,2;131.0;7,9;3301,1;0
06/02/2024;1700;32,7;33,3;31,5;54.0;58.0;53.0;22,3;22,9;21,7;1006;1007,4;1006;3,8;135.0;7,4;3318,3;0
06/02/2024;1800;33,6;33,9;32,5;54.0;56.0;52.0;22,9;23,3;22;1004,9;1006;1004,9;3,1;139.0;7,7;3301,3;0
06/02/2024;1900;33,3;34,2;32,9;50.0;56.0;49.0;21,4;23,5;21;1003,4;1004,9;1003,4;4,2;124.0;8,1;2365,3;0
06/02/2024;2000;33,2;33,5;32,5;51.0;54.0;48.0;21,6;22,7;21,1;1002,7;1003,4;1002,7;3,3;102.0;7,6;1049,8;0
06/02/2024;2100;31;33,2;31;63.0;63.0;51.0;23,1;23,1;21,4;1002,4;1002,6;1002;2,3;71.0;6,7;435,8;0
06/02/2024;2200;29,6;31;29,6;70.0;70.0;63.0;23,5;23,5;23,1;1003,2;1003,2;1002,3;2,3;38.0;5,5;166,3;0
06/02/2024;2300;28,9;29,6;28,8;75.0;75.0;70.0;24;24;23,4;1004,2;1004,2;1003,2;1,5;107.0;4;12,5;0
07/02/2024;1100;25,6;25,6;25,1;88.0;89.0;88.0;23,5;23,5;23;1006,8;1006,8;1006;0,1;60.0;1,3;66,6;0
07/02/2024;1200;28,1;28,1;25,6;74.0;88.0;74.0;23;23,8;22,9;1008,2;1008,2;1006,8;0,7;105.0;1,5;602,5;0
07/02/2024;1300;29,2;29,3;28,1;74.0;75.0;69.0;24,1;24,1;22,7;1008,8;1008,9;1008,2;1,5;236.0;2,6;1594;0
07/02/2024;1400;29,5;30,4;28,8;72.0;76.0;67.0;24;24,8;23,2;1009;1009;1008,8;1,5;264.0;2,9;2273,6;0
07/02/2024;1500;31,3;32;29,2;64.0;73.0;63.0;23,6;25,5;23,2;1008,7;1009;1008,7;2,1;179.0;4,5;2116,6;0
07/02/2024;1600;32,8;32,8;29,5;59.0;72.0;59.0;23,8;25;23,3;1007,7;1008,7;1007,7;1,7;173.0;4,5;2257,2;0
07/02/2024;1700;31,4;32,8;30,3;63.0;74.0;59.0;23,6;25,4;23,2;1006,3;1007,7;1006,3;1,9;107.0;4,2;2276,8;0
07/02/2024;1800;32,4;32,8;31,2;59.0;65.0;58.0;23,3;24,4;22,9;1004,6;1006,3;1004,6;1,6;122.0;5,1;2556;0
07/02/2024;1900;31,2;33,9;31,2;63.0;63.0;52.0;23,4;24;22,1;1003,9;1004,6;1003,8;4;83.0;9,4;2538,9;0
07/02/2024;2000;29,1;31,1;28,7;71.0;74.0;63.0;23,3;24,1;23,1;1003,6;1004;1003,1;1,5;43.0;9,4;538,3;0
07/02/2024;2100;29,4;29,7;29,1;70.0;71.0;69.0;23,3;23,7;23,1;1003,6;1003,6;1003,4;1,9;41.0;3,7;322,6;0
07/02/2024;2200;28,2;29,4;28,2;80.0;80.0;70.0;24,4;24,4;23,4;1003,8;1003,9;1003,5;2;42.0;5;265,6;0
08/02/2024;1100;26,4;26,4;25,6;88.0;90.0;88.0;24,3;24,3;23,8;1006,5;1006,5;1005,7;0,8;28.0;1,9;127,5;0
08/02/2024;1200;28,9;29,3;26,4;75.0;88.0;74.0;24;24,5;23,7;1007,5;1007,5;1006,5;0,6;89.0;2,3;860;0
08/02/2024;1300;29,9;30;28,1;74.0;80.0;73.0;24,7;25,5;23,8;1008,2;1008,2;1007,5;1,3;208.0;2,9;1562,5;0
08/02/2024;1400;29,2;30,7;28,7;76.0;78.0;70.0;24,5;25,3;23,5;1008,3;1008,4;1008,2;1,3;246.0;3;1828,7;0
08/02/2024;1500;29,2;30,8;28,9;74.0;78.0;70.0;24;25;23,9;1007,9;1008,3;1007,9;2,7;160.0;4,3;1068,5;0
08/02/2024;1600;31,9;32,4;29,2;61.0;74.0;59.0;23,5;25,1;23;1006,8;1007,9;1006,8;2,1;86.0;4,8;2936,6;0
08/02/2024;1700;31,7;31,9;29,7;62.0;74.0;59.0;23,4;24,5;22,4;1005,8;1006,8;1005,8;2,7;94.0;5,4;1986,3;0
08/02/2024;1800;33,5;33,5;31,5;58.0;63.0;57.0;24;24,4;22,9;1003,6;1005,8;1003,6;2,7;59.0;6,2;3108,7;0
08/02/2024;1900;33;33,9;32,8;53.0;58.0;51.0;22,3;23,8;22,1;1002,8;1003,6;1002,8;1,5;23.0;5,5;2426,1;0
08/02/2024;2000;33,6;34;32,3;55.0;61.0;52.0;23,4;24,4;22,4;1001,8;1002,8;1001,7;1,7;345.0;7,6;1128,8;0
08/02/2024;2100;33,6;34;33,3;51.0;56.0;49.0;22,1;23,3;21,4;1001,9;1002;1001,6;2,6;39.0;7,6;1389,1;0
08/02/2024;2200;28,5;33,5;28,5;66.0;72.0;51.0;21,5;24;21,5;1002,9;1003;1001,9;4,8;91.0;12,5;513,1;0
08/02/2024;2300;26,3;28,4;25,3;80.0;86.0;66.0;22,6;23,2;21,4;1003,9;1003,9;1002,9;1,1;35.0;16,7;6,3;0
09/02/2024;0;26,8;26,9;26,3;80.0;80.0;77.0;23,1;23,1;22,3;1005,1;1005,1;1003,9;1,4;175.0;2,9;0,6;0
09/02/2024;1100;25,9;25,9;25,5;90.0;91.0;90.0;24,1;24,1;23,8;1007,9;1007,9;1007;0,6;207.0;2,8;78,5;0
09/02/2024;1200;27,5;27,5;25,9;83.0;90.0;83.0;24,4;24,5;23,9;1008,7;1008,7;1007,9;1,3;207.0;3,6;526,4;0
09/02/2024;1300;28,6;28,8;27,5;77.0;83.0;76.0;24,1;24,7;23,7;1009,1;1009,1;1008,7;1,3;183.0;4;1522,9;0
09/02/2024;1400;28,7;29;28;77.0;80.0;76.0;24,1;24,7;23,8;1009,6;1009,6;1009,1;1,3;185.0;3,7;1451,4;0
09/02/2024;1500;29,4;30,4;28,5;74.0;78.0;71.0;24,2;25,2;24;1008,7;1009,6;1008,7;1,5;193.0;3,3;2152,1;0
09/02/2024;1600;30,8;31,5;29,4;70.0;75.0;66.0;24,8;25,3;23,7;1007,7;1008,7;1007,7;2,7;147.0;5,8;2773,6;0
09/02/2024;1700;25,1;31,1;25,1;87.0;87.0;66.0;22,8;24,9;22,7;1008;1008;1007,3;6,4;42.0;10,5;1404,8;0,8
09/02/2024;1800;25,1;25,2;24,8;88.0;91.0;87.0;23;23,4;22,7;1006,2;1008;1006,2;2,9;57.0;10,5;427,2;2,4
09/02/2024;1900;25,3;25,3;25;89.0;90.0;88.0;23,4;23,5;22,9;1005,4;1006,2;1005,4;2;82.0;5,8;413;0
09/02/2024;2000;26,5;26,5;25,3;84.0;90.0;84.0;23,6;23,8;23,4;1003,9;1005,4;1003,9;2,6;118.0;4,9;663,1;0
09/02/2024;2100;26,5;26,9;26,4;82.0;84.0;80.0;23,1;23,6;23;1003,1;1003,9;1003;1,9;94.0;4,7;526,9;0
09/02/2024;2200;26,3;26,6;26,2;82.0;83.0;81.0;23;23,3;22,9;1003,6;1003,6;1003,1;2,4;112.0;4,3;196,4;0
09/02/2024;2300;26;26,4;26;85.0;85.0;82.0;23,3;23,3;22,9;1003,7;1003,7;1003,6;1,5;111.0;3,8;13;0
10/02/2024;1100;26,6;26,6;25,5;85.0;88.0;85.0;23,9;24;23,3;1005,9;1005,9;1005,1;1,9;129.0;3,8;139,5;0
10/02/2024;1200;27,2;27,3;26,6;82.0;85.0;82.0;23,9;24,1;23,7;1007,2;1007,2;1005,9;3,8;131.0;6,9;838,9;0
10/02/2024;1300;29,1;29,1;27,2;77.0;83.0;77.0;24,6;24,9;24;1008;1008;1007,2;3,2;134.0;6,5;1559,3;0
10/02/2024;1400;30,4;30,7;28,9;71.0;77.0;71.0;24,4;25;24,2;1008,1;1008,2;1008;3,4;115.0;6,7;2434,4;0
10/02/2024;1500;30,7;31,1;30,1;68.0;72.0;66.0;24;25;23,7;1007,9;1008,2;1007,9;3,5;89.0;7,6;2157,4;0
10/02/2024;1600;31,1;32,2;30,6;63.0;69.0;60.0;23,1;24,6;22,9;1007,1;1007,9;1007,1;4;77.0;8;2686;0
10/02/2024;1700;31,2;32,5;30,7;65.0;65.0;59.0;23,8;24,7;23,1;1005,7;1007,1;1005,7;3,6;128.0;7,3;2590,4;0
10/02/2024;1800;32,5;32,8;31;58.0;67.0;56.0;23,2;24,3;22,5;1004,6;1005,7;1004,6;2,8;59.0;6,3;1867,5;0
10/02/2024;1900;31,6;33,5;30,9;61.0;63.0;54.0;23,1;23,9;22,3;1003,4;1004,6;1003,4;3,8;46.0;8,4;1356,8;0
10/02/2024;2000;30,6;32,1;30,6;58.0;62.0;55.0;21,3;23,7;20,9;1002,5;1003,4;1002,3;3,3;39.0;7,5;1276,3;0
10/02/2024;2100;30,2;30,7;30,1;64.0;65.0;57.0;22,7;22,7;21,4;1002,1;1002,5;1002,1;2,6;71.0;5,5;690,8;0
10/02/2024;2200;29,6;30,3;29,6;69.0;69.0;64.0;23,4;23,4;22,6;1002,6;1002,6;1002;1,7;48.0;4,8;416,6;0
10/02/2024;2300;28,3;29,7;28,3;77.0;77.0;69.0;23,8;24,2;23,4;1003,1;1003,4;1002,6;3,7;82.0;8;15,7;0
11/02/2024;1100;26;26;25,8;87.0;87.0;87.0;23,6;23,6;23,5;1006;1006;1005,2;2,4;130.0;4,9;111,6;0
11/02/2024;1200;26,7;26,7;26;84.0;87.0;84.0;23,9;23,9;23,5;1007;1007;1006;2,2;124.0;4,4;385;0
11/02/2024;1300;27,3;27,6;26,7;80.0;84.0;79.0;23,6;23,9;23,5;1007,6;1007,6;1007;3;121.0;6;956,9;0
11/02/2024;1400;27,8;28;27,3;78.0;81.0;78.0;23,7;24,1;23,6;1008;1008,1;1007,6;3,2;121.0;5,9;1117,5;0
11/02/2024;1500;28,8;29,2;27,8;75.0;79.0;75.0;24;24,7;23,7;1007,9;1008,1;1007,9;2,6;144.0;5,6;1509,1;0
11/02/2024;1600;30,6;30,6;28,8;72.0;77.0;69.0;24,9;25,2;23,7;1007;1007,9;1006,9;2,5;135.0;6,8;2324;0
11/02/2024;1700;28,5;31,3;27,9;75.0;81.0;67.0;23,6;25;23;1006;1007;1006;1,4;64.0;8;1977,4;0
11/02/2024;1800;30,2;30,4;28,4;70.0;78.0;69.0;24,1;24,8;23;1004,5;1006;1004,5;2;81.0;3,8;2278,1;0
11/02/2024;1900;25,9;30,4;25,4;81.0;84.0;67.0;22,4;24,5;21,9;1003,7;1004,6;1003,7;2,6;109.0;11,3;861,8;0,2
11/02/2024;2000;27,2;27,4;25,9;77.0;82.0;76.0;22,8;23;22,4;1003;1003,7;1003;1,2;46.0;4,7;598,8;0
11/02/2024;2100;27,8;27,9;27,2;75.0;77.0;74.0;22,9;23,2;22,7;1003,1;1003,2;1002,9;1,4;56.0;3,3;471,7;0
11/02/2024;2200;27,7;28,4;27,7;78.0;78.0;74.0;23,5;23,5;22,9;1003,3;1003,3;1003;0,5;201.0;3,3;318,9;0
11/02/2024;2300;27,3;27,7;27,2;78.0;79.0;77.0;23,1;23,5;23;1004;1004;1003,3;0,2;75.0;1,7;10,6;0
12/02/2024;1100;24,4;25,6;24,4;89.0;89.0;85.0;22,4;23,2;22,3;1007,2;1007,2;1006,3;4,4;97.0;8,7;11,2;0
12/02/2024;1200;24,1;24,4;24,1;92.0;92.0;89.0;22,6;22,8;22,4;1007,9;1007,9;1007,2;3,3;106.0;7,1;75,2;0,8
12/02/2024;1300;24,7;24,7;24;90.0;92.0;90.0;22,9;23;22,5;1008,5;1008,5;1007,9;3,1;93.0;7;448,6;0
12/02/2024;1400;25,9;25,9;24,7;82.0;90.0;82.0;22,6;22,9;22,3;1008,4;1008,5;1008,3;2,4;72.0;5,9;1048,4;0
12/02/2024;1500;25,5;26,1;25,3;83.0;83.0;80.0;22,4;22,7;21,8;1008,4;1008,6;1008,4;2,2;77.0;5,7;587,9;0
12/02/2024;1600;27,7;27,9;25,5;75.0;84.0;75.0;22,8;23,4;22,6;1007,3;1008,4;1007,3;2,5;114.0;4,9;1667;0
12/02/2024;1700;29,1;29,1;27,5;74.0;77.0;72.0;23,9;23,9;22,6;1006,2;1007,3;1006,2;0,6;173.0;4,4;1744,5;0
12/02/2024;1800;29,5;30,6;28,5;70.0;75.0;68.0;23,5;25;23,1;1004,9;1006,2;1004,9;2,3;244.0;4,1;2728,8;0
12/02/2024;1900;29,9;31,4;29,5;66.0;72.0;63.0;22,8;24,4;22,8;1003,7;1004,9;1003,7;1,5;228.0;4,7;1820,3;0
12/02/2024;2000;27,3;29,9;27,2;80.0;82.0;65.0;23,5;23,9;22,6;1003,5;1004;1003,4;1,5;352.0;5,6;312,9;0
12/02/2024;2100;27,9;27,9;26,4;84.0;88.0;80.0;24,9;25;23,4;1002,9;1003,9;1002,9;0,8;36.0;4,3;479,4;1,4
12/02/2024;2200;27,6;28,5;27,6;82.0;84.0;77.0;24,2;25;24;1004;1004;1002,9;2;16.0;4,4;578,1;0
12/02/2024;2300;26,9;27,6;26,9;86.0;86.0;82.0;24,3;24,4;24,1;1004,8;1004,8;1003,9;1,8;20.0;5;14,8;0
13/02/2024;0;24,5;26,9;24,5;91.0;91.0;85.0;23;24,4;23;1005,9;1006;1004,8;4,8;69.0;9,3;0,7;6,6
13/02/2024;100;24,8;24,9;24,5;91.0;92.0;91.0;23,3;23,5;23,2;1007,6;1007,6;1005,9;1,4;48.0;9,3;0,2;1,2
13/02/2024;1000;24,5;24,6;24,5;93.0;93.0;92.0;23,3;23,4;23,2;1007,1;1007,1;1006,7;0,3;215.0;2,1;0,1;0
13/02/2024;1100;24,9;24,9;24,5;92.0;93.0;92.0;23,4;23,5;23,3;1008,4;1008,4;1007,1;1,6;173.0;3,6;69,4;0
13/02/2024;1200;24,6;25;24,5;91.0;92.0;89.0;23,1;23,5;22,8;1009,6;1009,6;1008,4;2,6;112.0;4,5;66,7;2,8
13/02/2024;1300;25,4;25,8;24,6;88.0;91.0;87.0;23,1;23,8;23,1;1010,2;1010,2;1009,6;2,4;133.0;4,9;517,4;0,2
13/02/2024;1400;23,3;25,8;23,3;91.0;91.0;86.0;21,8;23,4;21,7;1011,2;1011,2;1010,2;3,4;52.0;7,4;252,9;5,2
13/02/2024;1500;25,2;25,3;23,3;88.0;94.0;88.0;23,2;23,7;21,9;1010,5;1011,3;1010,5;2,9;90.0;7,6;972,8;6,2
13/02/2024;1600;26,2;26,4;25,1;82.0;89.0;82.0;23;23,4;22,8;1009,5;1010,5;1009,5;2,7;65.0;5,5;1429,7;0
13/02/2024;1700;27,6;28;26,2;77.0;83.0;75.0;23,1;23,6;22,7;1008,4;1009,5;1008,4;3,7;76.0;7;2241,9;0
13/02/2024;1800;28;29,4;27,6;74.0;77.0;71.0;23;23,9;22,7;1007,1;1008,4;1007,1;4,1;96.0;7;1976,7;0
13/02/2024;1900;28,8;28,8;26,8;74.0;82.0;74.0;23,6;24,2;22,9;1006,1;1007,1;1006,1;1,7;103.0;6,7;1164,6;0
13/02/2024;2000;29,3;30,1;28,2;71.0;74.0;66.0;23,4;23,9;22,6;1005,3;1006;1005,2;1,5;63.0;5,6;1549,2;0
13/02/2024;2100;28,8;29,8;27,3;73.0;82.0;68.0;23,6;24,1;22,9;1005,3;1005,4;1005,2;0,7;97.0;4,8;836,8;0
13/02/2024;2200;26,3;29,3;26;87.0;87.0;71.0;23,9;23,9;22,9;1005,6;1005,7;1005,3;0,2;106.0;5,1;355,6;3
13/02/2024;2300;26,6;26,8;26,3;86.0;88.0;85.0;24;24,4;23,9;1006,2;1006,2;1005,6;1,1;19.0;2,4;16;0
14/02/2024;300;24,7;25,6;24,7;93.0;93.0;88.0;23,4;23,5;23,2;1009,4;1009,4;1008,5;2,3;46.0;4,5;0,1;8,8
14/02/2024;400;24,7;24,7;24,5;94.0;94.0;93.0;23,7;23,7;23,4;1009;1009,4;1008,8;0,2;166.0;5,5;0,1;15,4
14/02/2024;600;23;24,9;22,9;93.0;95.0;93.0;21,9;23,9;21,8;1008,6;1009,2;1008,5;2,4;87.0;10;2,4;11
14/02/2024;1000;23,6;24;23,6;94.0;94.0;93.0;22,6;22,9;22,6;1008,5;1008,5;1008,1;0,1;32.0;2,6;0,2;0
14/02/2024;1100;24;24;23,6;94.0;94.0;94.0;22,9;22,9;22,6;1009,1;1009,1;1008,5;0,2;39.0;1;59;0
14/02/2024;1200;24,8;24,8;24;93.0;94.0;93.0;23,5;23,5;22,9;1009,9;1009,9;1009;1;77.0;1,9;329,8;0,2
14/02/2024;1300;26,2;26,2;24,8;85.0;93.0;84.0;23,4;23,7;22,9;1010,1;1010,2;1009,9;2,1;61.0;4,4;1014,5;0
14/02/2024;1400;28;28,2;26,1;74.0;85.0;73.0;23;23,9;22,5;1010,2;1010,2;1009,9;2,7;90.0;5,9;2261;0
14/02/2024;1500;28,3;29,6;27,8;74.0;76.0;67.0;23,2;23,5;22,1;1009,9;1010,2;1009,9;2,1;111.0;5,3;1844,1;0
14/02/2024;1600;28,4;29,2;28,2;71.0;74.0;69.0;22,7;23,4;22,6;1009,5;1009,9;1009,5;2,8;134.0;5,7;1412,3;0
14/02/2024;1700;29,6;30,2;28,4;67.0;72.0;64.0;22,7;23,6;22,2;1008,4;1009,5;1008,4;3,4;117.0;5,9;1777,1;0
14/02/2024;1800;29,5;30,5;29,5;65.0;67.0;62.0;22,2;23,2;22,1;1007,3;1008,4;1007,3;3,3;126.0;5,8;1957,4;0
14/02/2024;1900;30,8;31,4;29,4;62.0;66.0;60.0;22,5;23,2;22;1006,5;1007,3;1006,5;2;138.0;5,3;1995,8;0
14/02/2024;2000;30,6;31,5;30,2;62.0;63.0;57.0;22,4;23,1;21,7;1005,7;1006,5;1005,6;2,7;128.0;5,9;2072,7;0
14/02/2024;2100;30;31;29,8;65.0;65.0;59.0;22,6;22,8;21,8;1005,3;1005,7;1005,3;2,2;126.0;5,8;1097,3;0
14/02/2024;2200;29,4;30,2;29,4;67.0;67.0;63.0;22,5;22,6;22,1;1005,5;1005,5;1005,2;2,2;115.0;4,3;355;0
14/02/2024;2300;28,3;29,4;28,3;75.0;75.0;67.0;23,5;23,5;22,6;1006,2;1006,2;1005,5;1,4;114.0;3,7;17,5;0
15/02/2024;1100;26,4;26,4;24,5;91.0;93.0;91.0;24,9;24,9;23,3;1008,5;1008,6;1007,6;1;191.0;3;85;0
15/02/2024;1200;27,4;27,7;26,3;85.0;92.0;85.0;24,6;25,4;24,6;1009,5;1009,5;1008,5;0,9;196.0;3;561,3;0
15/02/2024;1300;29,6;29,6;27,3;70.0;85.0;69.0;23,5;25;23,2;1009,8;1009,8;1009,5;1,5;116.0;3,4;1283,6;0
15/02/2024;1400;30,4;31,2;29,4;65.0;70.0;62.0;23,1;23,9;22,7;1009,8;1009,9;1009,7;1,6;169.0;3,7;2323;0
15/02/2024;1500;31,3;31,5;30,4;63.0;66.0;60.0;23,5;24;22,3;1009,7;1009,9;1009,7;1,3;138.0;3,1;1867,1;0
15/02/2024;1600;27,7;31,4;27,7;84.0;84.0;60.0;24,6;24,9;22,6;1008,8;1009,7;1008,8;2,5;335.0;5,3;983,8;2,6
15/02/2024;1700;27,6;27,6;26,2;84.0;90.0;83.0;24,6;25,3;24,1;1007,4;1008,8;1007,4;0,2;49.0;5,9;797,8;7
15/02/2024;1800;31;31,2;27,6;69.0;84.0;67.0;24,6;25,4;23,6;1005,9;1007,4;1005,9;2,2;239.0;3,3;2659,4;0
15/02/2024;1900;27,9;31,8;27,8;81.0;81.0;63.0;24,3;25;23,5;1005,7;1005,9;1005,4;2,4;319.0;6,5;1084,6;0
15/02/2024;2000;24,4;28,6;24,4;93.0;93.0;77.0;23,2;24,5;22,6;1005,8;1006,1;1005,2;4,4;72.0;10,1;376,5;11,8
15/02/2024;2100;25,6;25,6;24,4;87.0;93.0;87.0;23,4;23,9;23,3;1005,8;1005,8;1005,6;1,7;50.0;7,9;344,1;2,4
15/02/2024;2200;25,6;25,8;25,4;88.0;90.0;87.0;23,5;23,9;23,3;1006,2;1006,2;1005,8;1,1;23.0;3,8;69,3;0
15/02/2024;2300;25,2;25,6;25,2;88.0;88.0;87.0;23,1;23,5;23,1;1006,9;1006,9;1006,2;0,6;43.0;3,6;4,3;0
16/02/2024;1100;25,4;25,4;24,7;92.0;93.0;92.0;24;24,1;23,4;1008,4;1008,4;1007,8;1,1;80.0;1,9;61,2;0
16/02/2024;1200;26,5;26,5;25,4;88.0;92.0;88.0;24,3;24,3;24;1009,3;1009,3;1008,4;2;104.0;4,2;473;0
16/02/2024;1300;27,2;27,5;26,5;81.0;88.0;80.0;23,5;24,6;23,5;1009,8;1009,8;1009,3;3,5;103.0;5,5;1218,9;0
16/02/2024;1400;29;29;27,2;75.0;81.0;74.0;24,1;24,2;23,3;1009,8;1009,9;1009,7;2,5;100.0;7,6;1809,1;0
16/02/2024;1500;29,6;30,4;28,7;69.0;75.0;66.0;23,3;24,2;23,1;1009,3;1009,8;1009,3;3,7;125.0;6,9;2735,7;0
16/02/2024;1600;30,5;31;29,5;66.0;71.0;64.0;23,4;24,3;23,2;1008,3;1009,3;1008,3;3;116.0;7,1;2543,2;0
16/02/2024;1700;31,9;32,6;30,2;61.0;68.0;59.0;23,5;24,6;23,1;1007;1008,3;1007;2,8;172.0;5,8;2525,1;0
16/02/2024;1800;31,6;32,5;31,1;61.0;63.0;58.0;23,1;24,1;22,4;1006,1;1007;1006,1;3;120.0;6,1;2681,5;0
16/02/2024;1900;33,3;33,3;31,6;53.0;61.0;53.0;22,5;23,8;21,8;1004,8;1006,1;1004,8;2,1;151.0;5,9;2140,2;0
16/02/2024;2000;32,5;33,4;32,2;53.0;57.0;51.0;21,6;23,2;21,5;1004;1004,8;1004;2,5;155.0;5,2;1926,1;0
16/02/2024;2100;31,3;32,5;31,1;60.0;62.0;52.0;22,7;23,1;21,4;1003,6;1004;1003,6;3,6;102.0;6;749,8;0
16/02/2024;2200;29,9;31,3;29,9;66.0;66.0;59.0;22,9;22,9;22,2;1004;1004;1003,6;2,3;119.0;6,4;348,4;0
16/02/2024;2300;29;29,9;29;70.0;71.0;66.0;23,1;23,2;22,9;1004,5;1004,5;1004;2;103.0;3,6;12,2;0
17/02/2024;1100;25,9;26;25,7;85.0;86.0;84.0;23,1;23,2;23;1007,5;1007,5;1006,6;2,1;52.0;4,3;96,8;0
17/02/2024;1200;27,8;27,9;25,9;75.0;85.0;75.0;23;23,4;22,8;1008,3;1008,3;1007,5;2,9;40.0;5,5;836,2;0
17/02/2024;1300;27,4;28,4;27;79.0;79.0;71.0;23,5;23,5;22,2;1008,9;1008,9;1008,3;1,6;61.0;5,7;1113,6;0,2
17/02/2024;1400;30,1;30,4;27,4;66.0;79.0;66.0;23,2;24,2;23;1008,8;1008,9;1008,8;2,4;115.0;4,4;2338,4;0
17/02/2024;1500;30,7;31,3;29,5;66.0;69.0;64.0;23,6;24,4;23,1;1008,3;1008,8;1008,3;2,6;146.0;4,6;2152,9;0
17/02/2024;1600;32,5;32,5;29,9;56.0;68.0;55.0;22,6;24;21,7;1007,3;1008,3;1007,3;2,7;48.0;5,2;2098,3;0
17/02/2024;1700;32,9;33;31,6;53.0;56.0;52.0;21,9;22,4;21,3;1005,9;1007,3;1005,9;3,7;61.0;7,6;2811,1;0
17/02/2024;1800;33,5;33,9;32,3;53.0;53.0;49.0;22,5;22,5;20,9;1004,2;1005,9;1004,1;3;64.0;7,6;3056,5;0
17/02/2024;1900;27,8;34,1;27,8;78.0;78.0;49.0;23,5;23,6;21,1;1004,3;1004,3;1003,8;4,2;71.0;9;1299,7;1,8
17/02/2024;2000;28,6;28,6;27,1;79.0;82.0;77.0;24,6;24,6;23,6;1003,8;1004,4;1003,8;2,9;48.0;8,4;760,3;0,2
17/02/2024;2100;28,4;28,9;27,8;75.0;83.0;73.0;23,5;25,2;23,3;1003,1;1003,8;1003,1;2,2;52.0;5,5;996,7;0,4
17/02/2024;2200;28,3;28,7;28,2;77.0;78.0;74.0;24;24,3;23,4;1002,9;1003,1;1002,8;2;46.0;4,4;432,6;0
17/02/2024;2300;27,6;28,3;27,6;81.0;81.0;77.0;24;24,2;23,8;1003,4;1003,4;1002,9;0,9;48.0;4,6;17,8;0
18/02/2024;1100;26,7;26,7;26,1;89.0;91.0;89.0;24,8;24,9;24,5;1007,3;1007,3;1006,2;0,5;157.0;1,3;47,6;0
18/02/2024;1200;25,1;26,8;25,1;92.0;92.0;87.0;23,7;24,7;23,4;1008,2;1008,2;1007,3;2,1;122.0;6,5;75,1;2,4
18/02/2024;1300;25,4;25,6;25,1;89.0;92.0;89.0;23,4;24;23,4;1009,2;1009,2;1008,1;3,1;105.0;5,5;449,5;0
18/02/2024;1400;25;26;25;90.0;90.0;86.0;23,3;23,7;23,2;1010,1;1010,1;1009,2;2,5;32.0;6;474,2;1,4
18/02/2024;1500;23,7;25;23,4;94.0;94.0;90.0;22,6;23,2;22,3;1009,8;1010,4;1009,8;1,9;98.0;6,7;239,7;22,4
18/02/2024;1600;25,1;25,1;23,7;90.0;94.0;90.0;23,3;23,4;22,6;1009;1009,8;1009;3,1;103.0;4,9;549,5;0,2
