Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
18/02/2024;1700;26,5;26,6;25,1;83.0;90.0;83.0;23,4;23,8;23,3;1006,9;1009;1006,9;3,3;74.0;8,2;1207,3;0
18/02/2024;1800;28,3;28,5;26,5;75.0;83.0;74.0;23,3;23,9;23,1;1005,1;1006,9;1005,1;3,1;44.0;6,9;1793,4;0
18/02/2024;1900;29,3;29,6;28,2;68.0;75.0;67.0;22,8;23,7;22,5;1004,2;1005,1;1004,2;3,3;28.0;7,2;2016,7;0
18/02/2024;2000;30;30,6;29,3;65.0;69.0;63.0;22,6;23,4;22,5;1004,1;1004,2;1003,7;2,8;57.0;7,2;1937,4;0
18/02/2024;2100;29,5;30,3;29,3;67.0;69.0;64.0;22,6;23,4;22,6;1003,8;1004,2;1003,8;1,7;65.0;4,7;1335,3;0
18/02/2024;2200;28,3;29,6;28,3;74.0;74.0;67.0;23,3;23,3;22,6;1003,9;1003,9;1003,7;1,9;71.0;3,6;357,2;0
19/02/2024;0;25,4;25,4;25,1;90.0;91.0;90.0;23,7;23,7;23,5;1005,5;1005,5;1004,1;1,6;58.0;4,1;0,1;0
19/02/2024;1100;26;26,2;25,5;85.0;90.0;85.0;23,4;23,9;23,3;1007,2;1007,2;1006,2;0,8;138.0;2,6;81,4;0
19/02/2024;1200;26,6;26,6;25,9;82.0;85.0;82.0;23,3;23,4;22,9;1007,9;1007,9;1007,2;1,6;118.0;3,1;542,6;0
19/02/2024;1300;27,3;27,5;26,6;78.0;82.0;78.0;23,1;23,4;22,9;1008,7;1008,7;1007,9;1,3;142.0;3,6;927,2;0
19/02/2024;1400;28,6;28,6;27,3;77.0;79.0;73.0;24,1;24,1;22,8;1008,8;1008,9;1008,7;2,1;173.0;3,4;1447,1;0
19/02/2024;1500;29,9;30,2;28,6;71.0;77.0;68.0;24,2;24,4;23;1008,4;1008,8;1008,4;2;145.0;4,4;2938,5;0
19/02/2024;1600;31,8;31,9;29,5;58.0;71.0;58.0;22,5;24,4;22,2;1007,7;1008,4;1007,7;2,1;25.0;4,4;2156,4;0
19/02/2024;1700;32,7;33;31,8;54.0;59.0;51.0;22,2;23,2;21,4;1007;1007,7;1007;3;37.0;6,6;2847,1;0
19/02/2024;1800;33,1;33,3;32;52.0;56.0;52.0;22,1;22,6;21,5;1006,2;1007,1;1006,2;2,7;22.0;6,6;2621,5;0
19/02/2024;1900;33,5;33,8;32,8;50.0;55.0;49.0;21,6;22,9;21;1005,3;1006,2;1005,3;3;42.0;6,6;2514,1;0
19/02/2024;2000;31,1;34,3;31;59.0;59.0;47.0;22,2;22,2;20,7;1004,5;1005,3;1004,5;2,5;48.0;8,3;1557,1;0
19/02/2024;2100;31,9;32,1;30,8;57.0;61.0;56.0;22,3;22,8;22,1;1004,2;1004,5;1004,1;3;46.0;5,4;937,1;0
19/02/2024;2200;30,7;31,9;30,7;59.0;59.0;55.0;21,7;22,5;21,4;1004,2;1004,3;1004,1;2,4;42.0;5,1;425,3;0
19/02/2024;2300;29,1;30,7;29,1;67.0;67.0;59.0;22,4;22,6;21,8;1004,8;1004,8;1004,2;1,9;48.0;3,9;18,1;0
20/02/2024;1100;25,4;25,4;25;82.0;83.0;82.0;22,2;22,2;22;1006,5;1006,5;1005,8;0,9;53.0;2,7;72,4;0
20/02/2024;1200;27,2;27,2;25,3;75.0;82.0;75.0;22,4;22,6;22;1007,2;1007,2;1006,5;1,6;47.0;3,3;516,1;0
20/02/2024;1300;30;30;27,2;61.0;75.0;61.0;21,5;22,5;21,5;1007,9;1007,9;1007,2;2,4;45.0;5,3;1434,4;0
20/02/2024;1400;31,9;31,9;29,9;50.0;61.0;49.0;20;21,4;19,9;1007,8;1007,9;1007,8;4,1;38.0;8,1;2483,9;0
20/02/2024;1500;32,8;33;31,7;44.0;51.0;43.0;19;20,7;18,1;1007,3;1007,9;1007,2;4;41.0;8,1;3019,9;0
20/02/2024;1600;33,3;33,4;32;40.0;44.0;40.0;17,8;18,9;17,6;1006,5;1007,3;1006,5;3,8;52.0;8,2;3312,9;0
20/02/2024;1700;34,2;34,2;33;39.0;42.0;37.0;18,2;19,1;17,3;1005,5;1006,5;1005,5;3,9;26.0;8,3;3377,2;0
20/02/2024;1800;33,9;35,2;33,5;39.0;42.0;35.0;17,9;19,2;17;1004,5;1005,6;1004,5;2,9;61.0;8,3;3245,5;0
20/02/2024;1900;34,4;35,2;33,9;35.0;40.0;33.0;16,9;18,3;16,2;1003,5;1004,5;1003,5;2,6;42.0;7,3;2753,1;0
20/02/2024;2000;34,1;34,8;33,6;36.0;39.0;34.0;17;17,8;15,8;1002,8;1003,5;1002,8;2,5;55.0;6,9;2174,2;0
20/02/2024;2100;33,3;34,1;33,2;39.0;40.0;35.0;17,4;18;16,4;1002,4;1002,8;1002,4;1,8;43.0;5,5;1241,3;0
20/02/2024;2200;32,2;33,3;32,2;42.0;43.0;39.0;17,7;18,2;17,3;1002,4;1002,4;1002,3;1,5;49.0;3,2;401,7;0
20/02/2024;2300;30,7;32,2;30,7;53.0;53.0;42.0;20,2;20,2;17,6;1002,8;1002,8;1002,4;0,9;121.0;2,6;16;0
21/02/2024;1100;25,6;25,6;24,6;79.0;82.0;79.0;21,7;21,7;21,3;1005,4;1005,4;1004,8;2,5;43.0;3,9;126,1;0
21/02/2024;1200;28,6;28,6;25,6;65.0;79.0;65.0;21,5;21,8;21,4;1006,1;1006,1;1005,4;2,8;49.0;5,8;841,7;0
21/02/2024;1300;30,1;30,1;28,5;59.0;66.0;59.0;21,4;21,8;21;1006,4;1006,4;1006,1;3,5;54.0;7,1;1702,9;0
21/02/2024;1400;31,8;31,8;30;48.0;59.0;48.0;19,5;21,6;19,5;1006,5;1006,5;1006,3;4,2;46.0;9,3;2486,8;0
21/02/2024;1500;32,4;32,6;31,4;47.0;50.0;46.0;19,6;20,1;19;1006;1006,6;1006;4,3;71.0;8,5;2940,4;0
21/02/2024;1600;32,6;32,9;31,9;46.0;48.0;44.0;19,4;20,1;18,7;1005,2;1006;1005,2;4,2;63.0;7,7;3117,6;0
21/02/2024;1700;33,8;33,8;32,3;43.0;46.0;43.0;19,4;19,9;18,6;1003,8;1005,2;1003,8;3,7;47.0;8,5;3183,5;0
21/02/2024;1800;33;33,8;32,9;42.0;46.0;41.0;18,5;20;18,3;1002,8;1003,8;1002,8;3,3;67.0;7,8;3010,4;0
21/02/2024;1900;32,9;34,5;32,6;44.0;46.0;41.0;18,9;20,3;18,7;1002,2;1002,8;1002,2;2,7;72.0;6,6;2390;0
21/02/2024;2000;33,2;33,5;32,5;42.0;45.0;41.0;18,8;19,5;18;1001,5;1002,2;1001,5;1,9;64.0;5,7;1708;0
21/02/2024;2100;32,3;33,6;32,3;49.0;50.0;40.0;20,2;20,5;17,9;1001,3;1001,6;1001,3;2,9;97.0;5,7;1190,3;0
21/02/2024;2200;31;32,3;31;54.0;56.0;49.0;20,5;21,2;19,9;1001,9;1001,9;1001,3;2,1;112.0;5,5;394,7;0
21/02/2024;2300;30,1;31;30,1;57.0;57.0;54.0;20,7;20,7;20,3;1002,5;1002,5;1001,9;1,5;111.0;3,9;12,9;0
22/02/2024;1100;26,4;26,4;25,3;76.0;80.0;76.0;21,8;21,8;21,6;1004,4;1004,4;1003,7;1,3;62.0;3,1;125,6;0
22/02/2024;1200;28;28,1;26,4;68.0;76.0;68.0;21,6;21,9;21,4;1005,3;1005,3;1004,4;2,7;76.0;5,9;799,8;0
22/02/2024;1300;30,2;30,2;28;60.0;68.0;60.0;21,7;21,9;21,1;1005,8;1005,8;1005,3;3,1;66.0;6,3;1655,2;0
22/02/2024;1400;31,5;31,5;30,1;51.0;60.0;51.0;20,3;21,7;20,1;1005,7;1005,8;1005,7;4,9;80.0;8,9;2420,1;0
22/02/2024;1500;32,6;33,2;31,4;48.0;52.0;45.0;20,1;20,5;19,5;1005,1;1005,7;1005,1;4;54.0;9,1;2974,8;0
22/02/2024;1600;33,4;33,8;32,6;44.0;48.0;42.0;19,6;20,6;18,6;1004,2;1005,1;1004,2;4,3;88.0;8,4;3243,5;0
22/02/2024;1700;33,6;34,4;33,3;42.0;45.0;40.0;19,1;20;18,3;1003,2;1004,2;1003,2;4,6;84.0;8,4;3185,4;0
22/02/2024;1800;34,1;34,9;33,4;39.0;43.0;37.0;18,3;19,3;17,5;1002,2;1003,2;1002,2;3,4;73.0;8,1;3114,7;0
22/02/2024;1900;34,1;34,5;33,2;41.0;43.0;39.0;19,2;19,6;18;1001,5;1002,2;1001,5;3,4;53.0;6,5;2106,4;0
22/02/2024;2000;33,8;34,3;33,1;42.0;44.0;40.0;19;19,6;18,2;1001,1;1001,5;1001,1;2,9;61.0;6,9;1600,4;0
22/02/2024;2100;32,7;34,3;32,7;47.0;47.0;40.0;19,8;19,8;18,5;1001,4;1001,4;1001,1;2;92.0;5,6;1049,3;0
22/02/2024;2200;31,7;32,8;31,7;54.0;54.0;47.0;21,2;21,2;20,1;1001,9;1001,9;1001,4;2;118.0;4,9;405,7;0
22/02/2024;2300;30,7;31,7;30,6;60.0;61.0;53.0;21,9;22,2;21,1;1002,3;1002,3;1001,9;1,7;99.0;4,1;17,1;0
23/02/2024;1100;26,5;26,5;25,1;80.0;85.0;80.0;22,8;22,8;22,4;1005,4;1005,4;1004,6;1,1;59.0;2,8;135,8;0
23/02/2024;1200;28,1;28,1;26,5;73.0;80.0;73.0;22,8;22,9;22,5;1006,1;1006,1;1005,4;3,1;70.0;5,3;860,8;0
23/02/2024;1300;29,9;30,1;28;64.0;74.0;63.0;22,2;22,9;22;1006,3;1006,3;1006,1;4,6;75.0;8,1;1726,9;0
23/02/2024;1400;32,2;32,3;29,9;54.0;64.0;54.0;21,7;22,3;21,7;1006,4;1006,4;1006,3;4;76.0;8,8;2480,2;0
23/02/2024;1500;33,4;33,4;31,7;49.0;54.0;49.0;21,1;21,8;20,6;1005,9;1006,4;1005,8;4,6;62.0;9,4;3012,4;0
23/02/2024;1600;33,6;34;32,7;48.0;50.0;46.0;21;21,6;20,2;1005;1005,9;1005;4,5;80.0;10;3113,6;0
23/02/2024;1700;34,3;34,4;33,5;48.0;48.0;44.0;21,6;21,6;19,9;1003,9;1005;1003,9;4,4;89.0;9,8;2968,8;0
23/02/2024;1800;33,4;34,9;33,2;48.0;48.0;42.0;21;21,7;19,6;1003,5;1003,9;1003,5;4;87.0;8,2;2527,1;0
23/02/2024;1900;33,3;34,9;33,1;48.0;49.0;43.0;20,7;21,4;20,2;1002,8;1003,5;1002,8;3,2;59.0;8,2;1910,1;0
23/02/2024;2000;34;34,6;32,8;48.0;52.0;45.0;21,6;21,7;20,5;1002,6;1002,8;1002,6;2,1;123.0;6,1;1466,6;0
23/02/2024;2100;32,5;34,5;32,5;53.0;53.0;47.0;21,8;22;21;1002,9;1003;1002,6;3;102.0;5,8;1031,6;0
23/02/2024;2200;32,2;32,9;32,2;55.0;56.0;52.0;22,1;22,4;21,8;1003,2;1003,2;1002,9;2,8;108.0;4,8;419,7;0
23/02/2024;2300;31,1;32,2;31,1;60.0;60.0;55.0;22,3;22,4;22;1003,5;1003,5;1003,2;1,9;117.0;4,8;16;0
24/02/2024;1100;26,1;26,4;26;81.0;81.0;78.0;22,5;22,5;22,2;1006,2;1006,2;1005,3;1,6;69.0;3,1;45,5;0
24/02/2024;1200;27,9;27,9;26,1;72.0;81.0;71.0;22,3;22,6;22,2;1007;1007;1006,2;3,3;106.0;5,7;549;0
24/02/2024;1300;29,7;29,8;27,9;63.0;72.0;63.0;22;22,7;22;1007,6;1007,6;1007;5;102.0;8,5;1703,5;0
24/02/2024;1400;31,1;31,5;29,7;60.0;66.0;60.0;22,5;23,3;22;1007,5;1007,7;1007,5;5,2;112.0;9,4;2259,5;0
24/02/2024;1500;32,8;33,1;31;56.0;61.0;55.0;22,9;23,6;21,9;1007,3;1007,6;1007,3;4,1;111.0;10,6;2763,8;0
24/02/2024;1600;32,3;33;31,7;55.0;58.0;53.0;22,1;23;21,8;1006,7;1007,3;1006,7;4,7;107.0;9,6;2454,5;0
24/02/2024;1700;33,4;34;32,2;51.0;55.0;50.0;21,9;22,8;21,7;1005,9;1006,7;1005,9;4;96.0;9,9;3303,5;0
24/02/2024;1800;33,3;33,7;32,2;53.0;57.0;51.0;22,5;22,8;21,5;1004,9;1005,9;1004,9;3,3;43.0;7,2;1997,3;0
24/02/2024;1900;32,7;34,3;32;54.0;57.0;51.0;22,2;23,4;21,6;1003,7;1004,9;1003,7;2,8;82.0;7,2;2081,8;0
24/02/2024;2000;32,8;33,8;32,7;49.0;54.0;48.0;20,7;22,7;20,6;1002,7;1003,7;1002,7;4,1;100.0;7,6;2101,7;0
24/02/2024;2100;32,7;33,3;32,7;51.0;51.0;48.0;21,2;21,5;20,5;1002,7;1002,8;1002,7;2,8;88.0;6,8;1322,4;0
24/02/2024;2200;31,7;32,7;31,6;57.0;57.0;51.0;22,1;22,1;21,1;1003,1;1003,2;1002,7;2,4;120.0;5,3;481,1;0
24/02/2024;2300;30,4;31,7;30,4;63.0;63.0;57.0;22,6;22,7;22;1003,8;1003,8;1003,1;1,4;59.0;4,1;14,7;0
25/02/2024;1100;26,4;26,5;26,2;85.0;85.0;84.0;23,6;23,7;23,5;1008,1;1008,1;1007,4;1,9;136.0;4;57,3;0
25/02/2024;1200;27,2;27,5;26,4;81.0;85.0;79.0;23,6;23,8;23,3;1008,9;1008,9;1008,1;3,2;125.0;6,3;699,4;0
25/02/2024;1300;28,6;28,6;27,2;75.0;81.0;75.0;23,6;24;23,3;1009;1009;1008,8;2,9;97.0;5,7;1022,7;0
25/02/2024;1400;29,9;30,1;28,2;66.0;75.0;66.0;22,9;23,7;22,7;1009;1009,1;1008,9;3,5;76.0;8,5;1343,3;0
25/02/2024;1500;30,2;30,4;29,5;62.0;66.0;62.0;22,2;23;22;1008,5;1009;1008,5;4,8;86.0;9,1;1905,1;0
25/02/2024;1600;29,8;30,2;29,6;67.0;67.0;62.0;22,9;23;22,1;1007,6;1008,5;1007,6;4,5;102.0;9,9;1693,4;0
25/02/2024;1700;30;30,4;29,4;65.0;69.0;64.0;22,8;23,2;22,5;1006;1007,6;1006;4,3;122.0;8,6;1779,6;0
25/02/2024;1800;30,6;30,8;29,9;62.0;67.0;61.0;22,4;23,4;22,1;1004,5;1006;1004,5;4,5;133.0;8,6;1782,2;0
25/02/2024;1900;29,4;30,6;29,2;67.0;72.0;62.0;22,8;24,1;22,2;1004,1;1004,5;1004,1;3,4;137.0;10,6;1368,5;0
25/02/2024;2000;28,4;30,9;28,4;70.0;70.0;62.0;22,3;23;22,1;1004,4;1004,5;1003,8;3;39.0;8,6;1691,5;0
25/02/2024;2100;26,7;28,4;25,9;81.0;85.0;70.0;23,1;23,5;22;1004,7;1004,9;1004,5;1,3;337.0;5,7;201,1;0
25/02/2024;2200;25,8;26,9;25,7;85.0;85.0;79.0;23;23,3;22,8;1005,8;1005,9;1004,7;2,9;310.0;5,2;154,1;0
25/02/2024;2300;25,7;26;25,6;85.0;87.0;85.0;22,9;23,3;22,9;1006,2;1006,4;1005,7;1,2;197.0;5,2;8;0
26/02/2024;700;24;24,8;24;92.0;92.0;90.0;22,6;23,1;22,4;1007,2;1007,5;1007,2;2,5;272.0;5,7;0,2;0,2
26/02/2024;900;23,5;23,6;23,2;91.0;93.0;91.0;22,1;22,4;21,9;1007,4;1007,4;1007;2,2;241.0;5,4;0,4;1
26/02/2024;1000;23,7;23,8;23,5;91.0;92.0;91.0;22,1;22,3;21,9;1007,9;1007,9;1007,4;2,4;246.0;4,8;0,5;0
26/02/2024;1100;24;24;23,7;91.0;92.0;90.0;22,5;22,5;22;1008,5;1008,5;1007,9;2,1;294.0;5;30,9;0
26/02/2024;1200;23,6;24,1;23,6;93.0;93.0;91.0;22,4;22,7;22,4;1009,3;1009,3;1008,5;2;298.0;4,7;95,8;2,8
26/02/2024;1300;22,5;23,6;22,4;95.0;95.0;93.0;21,5;22,4;21,5;1010,8;1010,8;1009,3;2,2;239.0;6,9;39,1;25,8
26/02/2024;1400;22,7;22,8;22,3;95.0;95.0;95.0;21,9;21,9;21,5;1011,1;1011,3;1010,8;2;236.0;4,7;158,9;22
26/02/2024;1500;23,2;23,3;22,7;94.0;95.0;94.0;22,3;22,4;21,9;1011;1011,3;1011;1,7;236.0;4,8;395,1;5,4
26/02/2024;1600;23,5;23,5;23,1;93.0;95.0;93.0;22,3;22,5;22;1010,3;1011;1010,3;3,1;237.0;6;545,5;1,4
26/02/2024;1700;23,6;23,7;23;94.0;94.0;92.0;22,5;22,6;21,9;1009,3;1010,3;1009,3;3,6;236.0;8,6;662,1;7,2
26/02/2024;1800;23,7;23,7;23,4;91.0;94.0;91.0;22,2;22,4;21,9;1008,3;1009,3;1008,3;2,4;237.0;8,6;631,7;0,4
26/02/2024;1900;23,9;24;23,6;88.0;92.0;88.0;21,8;22,3;21,7;1007,9;1008,3;1007,9;1,4;266.0;5,4;584,8;1,6
26/02/2024;2000;24,6;24,6;23,9;87.0;88.0;86.0;22,2;22,3;21,7;1007,4;1007,9;1007,4;1,1;284.0;3,5;570,9;0
26/02/2024;2100;24,8;25,1;24,5;83.0;87.0;82.0;21,7;22,4;21,7;1007,4;1007,5;1007,2;1,2;332.0;2,9;480,9;0
26/02/2024;2200;24,5;24,9;24,5;85.0;85.0;82.0;21,8;22;21,6;1007,7;1007,7;1007,4;0,4;236.0;2,4;152,7;0
26/02/2024;2300;24,3;24,5;24,2;86.0;86.0;85.0;21,8;22;21,7;1007,7;1007,8;1007,6;0,4;22.0;1,6;8,8;0
27/02/2024;1100;24;24;23,3;90.0;92.0;90.0;22,2;22,3;21,8;1007,6;1007,6;1006,9;0,4;43.0;1,5;113,9;0
27/02/2024;1200;26;26,1;24;82.0;90.0;82.0;22,7;22,9;22,1;1008,6;1008,6;1007,6;1,4;62.0;2,5;896,8;0
27/02/2024;1300;27,4;27,5;25,5;75.0;83.0;74.0;22,5;22,9;22,1;1009;1009;1008,6;1;33.0;3,6;1231;0
27/02/2024;1400;28,3;28,4;27;67.0;75.0;67.0;21,6;22,8;21,6;1009,1;1009,2;1009;0,7;288.0;3,4;2030,8;0
27/02/2024;1500;29;29,6;28,2;69.0;71.0;63.0;22,6;23,3;21,7;1008,9;1009,2;1008,9;1,8;240.0;4,8;2657,5;0
27/02/2024;1600;28,8;29,6;28,5;69.0;72.0;67.0;22,5;23,4;22,3;1008,2;1008,9;1008,2;1,8;230.0;3,6;2557,9;0
27/02/2024;1700;28,9;29,2;28,6;71.0;72.0;69.0;23,2;23,4;22,5;1007,2;1008,2;1007,2;1,8;239.0;3,2;1815,1;0
27/02/2024;1800;30,4;30,5;29;65.0;71.0;63.0;23;23,5;22,2;1006,4;1007,2;1006,4;1,6;249.0;3,2;2229,6;0
27/02/2024;1900;31,4;31,5;30,1;56.0;65.0;56.0;21,6;23,2;21,4;1005,2;1006,4;1005,2;1,8;261.0;3,4;2818,5;0
27/02/2024;2000;31;31,7;30,7;56.0;58.0;54.0;21,3;22,2;20,9;1004,4;1005,2;1004,4;1,7;237.0;3,2;1905,1;0
27/02/2024;2100;30,1;31,7;30,1;63.0;63.0;55.0;22,2;22,5;21,1;1004,4;1004,4;1004,3;1,6;232.0;2,9;1196,5;0
27/02/2024;2200;29,5;30,2;29,5;62.0;65.0;60.0;21,4;22,3;21,2;1004,6;1004,7;1004,4;0,1;241.0;2,9;295;0
27/02/2024;2300;27,2;29,6;27,2;71.0;71.0;60.0;21,4;22,7;21;1005;1005,2;1004,6;1,9;41.0;5,1;19,1;0
28/02/2024;1100;25,9;25,9;25,7;85.0;89.0;85.0;23,2;23,8;23,2;1007,2;1007,2;1006,2;1,6;126.0;3,1;57,7;0
28/02/2024;1200;26,2;26,3;25,9;84.0;85.0;81.0;23,3;23,3;22,7;1008;1008;1007,2;1,8;127.0;4,2;262,7;0
28/02/2024;1300;27,1;27,2;26,2;83.0;84.0;82.0;23,9;24,1;23,3;1008,7;1008,7;1008;2,3;128.0;3,8;634,6;0
28/02/2024;1400;28,3;28,7;27;78.0;83.0;75.0;24;24,7;23,4;1009;1009;1008,7;1,9;138.0;4,6;1269,9;0
28/02/2024;1500;30,4;30,4;28,1;71.0;78.0;70.0;24,5;24,7;23,4;1008,4;1009;1008,4;1,2;217.0;4,5;1820,3;0
28/02/2024;1600;31,6;31,8;29,7;62.0;71.0;62.0;23,4;24,6;23,2;1007,6;1008,4;1007,6;1,8;185.0;4,6;2830,2;0
28/02/2024;1700;31,2;32,9;31;58.0;69.0;54.0;22;24,8;21,7;1006,5;1007,6;1006,3;1,4;198.0;4,6;2723,1;0
28/02/2024;1800;26,6;31,2;26,6;69.0;70.0;56.0;20,4;22,8;20;1005,5;1006,5;1005,5;3,6;14.0;7,7;620,6;0
28/02/2024;1900;29,2;29,2;26,2;59.0;71.0;58.0;20,4;20,9;20,1;1004,7;1005,5;1004,7;0,5;12.0;7,2;694,8;0
28/02/2024;2000;28,7;29,8;28,3;70.0;72.0;56.0;22,7;23,1;20;1004;1004,7;1004;1,1;193.0;5,2;817,4;0
28/02/2024;2100;28,2;29,1;28,2;73.0;73.0;69.0;22,8;23,5;22,5;1004;1004;1003,8;2,4;113.0;4,1;588,7;0
28/02/2024;2200;28;28,4;28;74.0;74.0;67.0;22,8;22,8;21,8;1004;1004;1003,6;1,4;58.0;4,1;264,7;0
28/02/2024;2300;27,3;28;27,3;80.0;81.0;74.0;23,5;23,8;22,9;1004,7;1004,7;1004;1,1;123.0;2,3;8,7;0
29/02/2024;1100;26,3;26,3;24,9;87.0;91.0;87.0;24;24,2;23,3;1006,7;1006,7;1006;1,7;116.0;3,4;151;0
29/02/2024;1200;27,9;27,9;26,2;80.0;88.0;79.0;24,1;24,3;23,8;1007,5;1007,5;1006,7;3;118.0;6,3;913,3;0
29/02/2024;1300;28,9;29,3;27,9;74.0;80.0;73.0;23,7;24,4;23,4;1008,4;1008,4;1007,5;2,6;124.0;5,6;1711,6;0
29/02/2024;1400;30,1;30,5;28,9;70.0;75.0;68.0;24,1;24,5;23,5;1008,7;1008,7;1008,4;2,2;107.0;5,8;2380,6;0
29/02/2024;1500;30,9;31,6;30;67.0;71.0;66.0;24;25;23,7;1008,6;1008,7;1008,6;2,5;150.0;5,4;2208,5;0
29/02/2024;1600;30,9;32,5;30,3;64.0;70.0;61.0;23,4;24,8;23,3;1007,9;1008,6;1007,9;2,3;104.0;6,2;2448;0
29/02/2024;1700;31;32,5;30,2;60.0;65.0;51.0;22,3;23,6;20,7;1006,5;1007,9;1006,5;2,8;25.0;7,6;2447,8;0
29/02/2024;1800;31,1;33,3;30,5;59.0;63.0;53.0;22,3;23,7;21,6;1004,7;1006,5;1004,7;1,5;178.0;7,6;3075,6;0
29/02/2024;1900;30,8;31,8;30,6;59.0;68.0;56.0;21,9;25,1;21,6;1003,8;1004,7;1003,8;2,6;133.0;5,3;1687,8;0
29/02/2024;2000;32,2;33,5;30,8;52.0;61.0;51.0;21,1;24;20,9;1003,5;1003,8;1003,3;2,1;156.0;5,4;2230;0
29/02/2024;2100;31,4;32,2;31,2;58.0;58.0;48.0;22,2;22,2;19,6;1003,9;1003,9;1003,4;2,2;109.0;5,3;1217,8;0
29/02/2024;2200;30,5;31,7;30,4;63.0;65.0;57.0;22,6;23;21,9;1004,8;1004,8;1003,9;2;122.0;4,2;250,8;0
29/02/2024;2300;28,7;30,5;28,7;71.0;71.0;62.0;23;23;22,3;1004,9;1004,9;1004,7;2;47.0;4,8;5,6;0
01/03/2024;1100;25,9;25,9;25,3;86.0;88.0;86.0;23,4;23,5;23;1006,8;1006,8;1006;1;119.0;2,2;124,4;0
01/03/2024;1200;28;28;25,8;77.0;86.0;77.0;23,6;24;23,2;1007,7;1007,7;1006,8;2;137.0;4,3;848,4;0
01/03/2024;1300;28,6;29,3;27,6;74.0;78.0;70.0;23,5;23,8;23,2;1008,7;1008,7;1007,7;2,2;124.0;3,9;1512,6;0
01/03/2024;1400;28;29,1;28;77.0;78.0;72.0;23,7;24;23,1;1009,1;1009,1;1008,7;2,3;112.0;4,5;1503,1;0
01/03/2024;1500;29,8;29,8;28;71.0;77.0;70.0;23,9;24,1;23,4;1008,7;1009,1;1008,7;2,3;122.0;4,7;1782,4;0
01/03/2024;1600;30;30,3;29,3;69.0;71.0;65.0;23,6;23,8;22,7;1007,8;1008,7;1007,8;2,4;97.0;5;2183,3;0
01/03/2024;1700;30;31,4;30;67.0;69.0;62.0;23,2;24,1;22,7;1006,4;1007,8;1006,4;2,7;144.0;6,1;2346,6;0
01/03/2024;1800;28,8;30;27,8;78.0;82.0;67.0;24,5;24,7;22,9;1005,2;1006,4;1005,2;1;60.0;7;611,8;0,6
01/03/2024;1900;29,5;29,7;28,8;71.0;78.0;70.0;23,7;24,6;23,2;1003,4;1005,2;1003,4;2,6;102.0;5,8;1020,5;0
01/03/2024;2000;30,5;31,3;29,4;68.0;72.0;65.0;23,9;24,3;23,5;1002,6;1003,4;1002,6;1,4;68.0;5,1;1307,8;0
01/03/2024;2100;30,3;31,6;30;67.0;70.0;65.0;23,5;24,8;23,3;1002,7;1002,8;1002,4;2,4;66.0;5;1006,2;0
01/03/2024;2200;28,6;30,3;28,4;75.0;77.0;66.0;23,7;24;23,1;1003,7;1003,7;1002,7;0,5;36.0;4,5;142,5;0
02/03/2024;900;23,6;24,5;23,5;92.0;93.0;89.0;22,3;22,6;22,1;1006,1;1006,6;1005,8;0,6;58.0;3,4;0,2;10
02/03/2024;1000;23,4;23,6;23,1;92.0;93.0;92.0;21,9;22,2;21,7;1006,6;1006,7;1005,7;2,2;104.0;3,5;0,2;3,8
02/03/2024;1100;23,2;23,4;23,2;93.0;93.0;92.0;22,1;22,2;21,9;1007,4;1007,4;1006,6;3,1;46.0;5,8;25,7;2
02/03/2024;1200;23,4;23,6;23,2;93.0;93.0;92.0;22,1;22,3;21,9;1008,8;1008,8;1007,4;3,8;83.0;6,4;138,6;2
02/03/2024;1300;23,4;23,5;23,3;93.0;93.0;92.0;22,2;22,3;21,9;1009,9;1009,9;1008,8;1,7;94.0;5,7;141;4,2
02/03/2024;1400;24,2;24,2;23,4;89.0;93.0;89.0;22,2;22,5;22,1;1010,5;1010,5;1009,9;1,8;111.0;3,2;478,7;1,2
02/03/2024;1500;25,6;25,8;24,2;81.0;89.0;80.0;22;22,7;22;1010,3;1010,6;1010,2;0,4;91.0;3,1;767,9;0
02/03/2024;1600;25,9;26,1;25,4;82.0;84.0;80.0;22,6;23,1;21,9;1008,7;1010,3;1008,7;1,7;252.0;2,7;1059,6;0
02/03/2024;1700;27;27;25,9;78.0;84.0;77.0;22,8;23,1;22,3;1007,7;1008,7;1007,7;2;303.0;3,7;1435;0
02/03/2024;1800;27,8;27,9;26,8;75.0;78.0;74.0;23;23,2;22,4;1006,8;1007,7;1006,8;2,3;319.0;4,5;1450,9;0,2
02/03/2024;1900;28,2;28,2;27,3;70.0;76.0;70.0;22,1;23,2;22,1;1006,2;1006,8;1006,1;2,1;329.0;6,2;1408,8;0
02/03/2024;2000;27,6;28,2;27,1;77.0;77.0;69.0;23,1;23,1;21,7;1005,7;1006,2;1005,6;2,4;308.0;6,2;993,9;0
02/03/2024;2100;27,1;27,9;27;77.0;78.0;74.0;22,7;23,3;22,4;1005,9;1006;1005,7;2,5;301.0;5,8;681,1;0
