Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
01/01/2024;0;;;;;;;;;;;;;;;;;
01/01/2024;100;26,1;26,4;26,1;84;86;83;23,2;23,6;23,2;1006,9;1006,9;1006,2;2,2;48;3,9;;0
01/01/2024;200;25,7;26,1;25,6;86;87;84;23,3;23,3;23,1;1007,7;1007,8;1006,8;2,1;56;3,9;;0
01/01/2024;300;25,8;25,9;25,6;84;86;84;23;23,4;22,9;1007,4;1007,8;1007,4;1,7;76;4,7;;0
01/01/2024;400;25,6;25,8;25,6;85;85;84;22,9;23;22,8;1006,7;1007,5;1006,7;1,6;81;3,4;;0
01/01/2024;500;25,7;25,7;25,5;85;86;85;23;23,1;22,9;1006,1;1006,7;1006,1;0,3;100;2,5;;0
01/01/2024;600;25,8;25,8;25,7;88;88;85;23,6;23,6;23;1005,5;1006,2;1005,5;0,3;164;1,2;;0
01/01/2024;700;25,7;26;25,5;89;89;87;23,7;23,9;23,4;1005,4;1005,6;1005,4;1,5;148;3;;0
01/01/2024;800;25,3;25,7;25,3;90;90;88;23,6;23,7;23,5;1005,3;1005,5;1005,2;0,1;115;3;;0
01/01/2024;900;25,2;25,4;25,2;91;91;90;23,6;23,7;23,6;1005,5;1005,5;1005,3;0,2;56;1;;0
01/01/2024;1000;25,1;25,2;25;92;92;91;23,6;23,7;23,6;1006,2;1006,2;1005,5;0;123;0,8;0,6;0
01/01/2024;1100;25,9;25,9;25;91;92;90;24,3;24,3;23,6;1007;1007;1006,2;0,4;208;1,6;120,9;0
01/01/2024;1200;26,1;26,5;25,8;87;91;86;23,7;24,3;23,7;1007,7;1007,7;1007;1,2;163;2,5;508,5;0
01/01/2024;1300;27,1;27,3;26,1;83;87;82;24;24,3;23,7;1008,5;1008,5;1007,7;0,6;162;2,5;751,8;0
01/01/2024;1400;28,7;28,9;26,9;76;83;73;24,1;24,2;23,1;1008,6;1008,6;1008,5;1,3;164;2,8;1707,9;0
01/01/2024;1500;28,8;29,5;28,2;78;79;73;24,5;24,9;23,3;1008;1008,6;1008;2,2;178;3,9;1973,5;0
01/01/2024;1600;29,6;31,5;28,8;70;78;66;23,6;25;23,5;1007,2;1008;1007,2;1,5;183;3,9;2345,2;0
01/01/2024;1700;30,7;30,7;29,3;69;73;68;24,4;24,5;23,5;1006,1;1007,2;1006,1;0,4;217;4,4;1277,1;0
01/01/2024;1800;32;32,4;30,7;59;69;56;23;24,9;22,1;1004,5;1006,1;1004,5;2,4;135;4,4;3072,4;0
01/01/2024;1900;32,6;32,9;31,7;52;64;50;21,5;24,1;21;1003,4;1004,5;1003,4;2,5;73;7,8;2487,4;0
01/01/2024;2000;32;33,6;31,9;56;56;49;22;22;20,7;1002,7;1003,4;1002,7;2,4;58;5,8;1560,7;0
01/01/2024;2100;31,3;32,1;31,1;62;64;55;23,2;23,7;21,9;1002,9;1002,9;1002,6;2,5;47;6,7;1119;0
01/01/2024;2200;29,9;31,3;29,9;68;68;62;23,2;23,3;22,8;1003,8;1003,8;1002,9;1;45;4,1;210,5;0
01/01/2024;2300;28,8;29,9;28,8;73;73;67;23,4;23,4;23,1;1004,4;1004,4;1003,8;0,1;55;2;2,9;0
02/01/2024;0;28,3;29,1;28,3;79;80;72;24,4;24,6;23,3;1005,4;1005,4;1004,4;0;92;1,2;;0
02/01/2024;100;28;28,6;27,9;85;85;78;25,2;25,3;24,2;1006,2;1006,2;1005,4;0,5;236;1,4;;0
02/01/2024;200;;;;;;;;;;;;;;;;;
02/01/2024;300;27,1;27,3;27,1;86;86;83;24,5;24,5;24;1006,9;1007,1;1006,9;0,4;229;2;;0
02/01/2024;400;26,6;27,1;26,6;86;86;85;24;24,6;24;1006,6;1006,9;1006,6;0,2;235;2,6;;0
02/01/2024;500;26,6;26,6;26,5;84;86;84;23,7;24,1;23,7;1006;1006,6;1006;1,6;160;2,8;;0
02/01/2024;600;26,4;26,6;26,3;85;88;85;23,7;24,3;23,7;1005,3;1006;1005,3;1,1;137;3,2;;0
02/01/2024;700;26;26,5;26;88;88;84;23,8;23,8;23,4;1004,6;1005,3;1004,6;0,4;212;2,2;;0
02/01/2024;800;25,7;26,1;25,7;89;89;87;23,7;23,9;23,7;1004,6;1004,7;1004,5;0,3;222;2,1;;0
02/01/2024;900;25,5;25,7;25,4;88;89;87;23,3;23,7;23,2;1004,4;1004,6;1004,4;0,5;200;2,4;;0
02/01/2024;1000;25,6;25,6;25,4;87;88;87;23,2;23,3;23,1;1005;1005;1004,4;1,3;173;2,9;0,6;0
02/01/2024;1100;26,4;26,4;25,6;82;87;82;23,2;23,3;23;1005,8;1005,8;1005;1,4;133;3;185,8;0
02/01/2024;1200;27,1;27,6;26,4;80;82;78;23,3;23,6;23,1;1006,8;1006,8;1005,8;2;142;4,4;794,6;0
02/01/2024;1300;27,9;28,3;27;78;81;77;23,7;24,2;23,4;1007,3;1007,3;1006,8;2,5;132;4;1201,7;0
02/01/2024;1400;29,4;29,5;27,8;71;79;71;23,6;24,3;23,6;1007,6;1007,6;1007,3;2,2;108;4,3;1750,7;0
02/01/2024;1500;30,9;31,6;29,4;69;72;66;24,6;25,3;23,4;1007,1;1007,6;1007,1;2;172;4,4;2603,9;0
02/01/2024;1600;31;31,9;30,8;68;70;66;24,4;25,2;24,3;1006,3;1007,1;1006,3;3,2;136;5,8;2532,1;0
02/01/2024;1700;30,4;32,5;30,4;62;70;61;22,4;25,3;22,4;1005,4;1006,3;1005,3;3,6;92;9,8;2667,8;0
02/01/2024;1800;32,1;32,1;28,1;52;75;51;21;23,4;20,3;1004,4;1005,5;1004,4;2,1;80;9,8;2128,7;0
02/01/2024;1900;32,2;32,6;31,7;58;60;49;22,8;23,4;20,1;1003,3;1004,4;1003,3;2,5;43;5,7;2185,6;0
02/01/2024;2000;31,9;32,6;31,5;61;62;56;23,3;23,9;22;1002,4;1003,3;1002,4;2,7;46;5,1;1367,7;0
02/01/2024;2100;29,3;32;29,2;68;68;60;22,7;23,7;22,4;1003;1003;1002,4;3,3;75;7,8;650,2;0
02/01/2024;2200;28,4;29,5;28,4;73;73;67;23,1;23,4;22,6;1003,8;1003,8;1002,9;2,1;48;7,1;319,1;0
02/01/2024;2300;27,5;28,4;27,5;76;76;73;22,9;23,2;22,9;1004,2;1004,2;1003,8;1,7;67;4,6;2,6;0
03/01/2024;0;26,9;27,5;26,9;81;81;76;23,2;23,2;22,9;1004,6;1004,6;1004;1,3;57;3,6;;0
03/01/2024;100;26,4;26,9;26,4;83;83;80;23,4;23,4;23,2;1004,9;1005;1004,6;1,3;54;3,5;;0
03/01/2024;200;26,2;26,5;26,2;85;85;83;23,6;23,6;23,4;1005,3;1005,3;1004,8;0,8;63;2,6;;0
03/01/2024;300;26,1;26,3;26,1;87;87;85;23,7;23,7;23,6;1005,4;1005,5;1005,3;0,7;66;2;;0
03/01/2024;400;26,1;26,2;26;88;88;87;23,9;23,9;23,7;1005,4;1005,5;1005,4;1,3;86;2,3;;0
03/01/2024;500;26,3;26,3;26,1;87;88;87;24;24;23,9;1005,1;1005,4;1005,1;1,2;117;2,5;;0
03/01/2024;600;26,7;26,7;26,3;87;88;87;24,5;24,5;24;1004,8;1005,1;1004,8;1,3;128;2,9;;0
03/01/2024;700;26,3;26,8;26,3;87;87;85;24;24,5;23,9;1004,5;1004,8;1004,5;2;131;4;;0
03/01/2024;800;26,1;26,3;26,1;88;89;87;24;24,2;24;1004,5;1004,6;1004,4;1,6;101;3,8;;0
03/01/2024;900;26,1;26,1;25,9;88;89;88;24;24,1;24;1005,2;1005,2;1004,5;1,2;126;2,9;;0
03/01/2024;1000;25,9;26,2;25,8;89;89;88;24;24;23,9;1005,8;1005,8;1005,2;1;118;2,7;1;0
03/01/2024;1100;26,2;26,2;25,8;88;89;88;24;24,1;24;1006,7;1006,7;1005,8;1,3;108;2,4;98,3;0
03/01/2024;1200;27;27;26,2;85;88;85;24,2;24,3;24;1007,6;1007,6;1006,7;1,5;116;2,4;527;0
03/01/2024;1300;28,2;28,2;27;78;85;77;24;24,4;23,6;1008,2;1008,2;1007,6;1,9;78;4;1000,2;0
03/01/2024;1400;28,8;28,8;27,8;77;79;77;24,3;24,3;23,6;1008,1;1008,2;1008;1,8;53;4,6;1031,7;0
03/01/2024;1500;29,8;30,4;28,7;70;77;69;23,7;25;23,7;1007,3;1008,1;1007,3;2,9;56;5,4;1969,4;0
03/01/2024;1600;32,3;32,3;29,7;60;71;58;23,4;24,5;22,7;1006,3;1007,3;1006,3;3,3;28;6,9;2511;0
03/01/2024;1700;32,3;32,9;31,6;56;61;54;22,4;23,6;21,9;1005,6;1006,3;1005,6;3,2;57;8,1;3001;0
03/01/2024;1800;33;33,5;31,9;52;58;52;21,8;23,1;21,5;1004,3;1005,6;1004,3;3,6;35;8,1;2378,7;0
03/01/2024;1900;33,1;33,6;32,5;53;56;49;22,3;23,2;21,1;1003,2;1004,3;1003,2;3,7;34;8;2482,6;0
03/01/2024;2000;32,9;33,8;32,3;53;54;50;21,9;22,3;21,4;1002,5;1003,2;1002,5;3,6;28;8;1865,3;0
03/01/2024;2100;32,6;33,2;32,5;54;54;50;22;22,2;21,3;1002,6;1002,6;1002,4;2,7;31;8,3;1285,2;0
03/01/2024;2200;30,9;32,5;30,9;60;60;54;22,3;22,3;21,7;1003;1003;1002,6;2;39;6,2;313,4;0
03/01/2024;2300;29,9;30,9;29,9;66;66;60;22,8;22,8;22,3;1003,4;1003,4;1002,9;1,2;47;3,4;7;0
04/01/2024;0;;;;;;;;;;;;;;;;;
04/01/2024;100;28;29;28;75;75;72;23,2;23,6;23,2;1005;1005;1004;2,3;89;4,5;;0
04/01/2024;200;27,7;28,2;27,7;75;75;74;23;23,2;23;1005,5;1005,5;1005;2;75;4,5;;0
04/01/2024;300;27,4;27,7;27,4;78;78;75;23,1;23,1;22,9;1005,7;1005,8;1005,5;0,8;68;3,3;;0
04/01/2024;400;27,2;27,4;27,2;79;79;78;23,2;23,3;23,1;1005,6;1005,7;1005,5;1,5;74;3,1;;0
04/01/2024;500;27,2;27,3;27,2;79;79;79;23,3;23,4;23,2;1004,7;1005,6;1004,7;0,8;61;2,9;;0
04/01/2024;600;27;27,3;26,9;81;81;79;23,4;23,5;23,2;1004,1;1004,7;1004,1;1,3;72;2,5;;0
04/01/2024;700;26,6;27;26,6;82;82;81;23,4;23,6;23,3;1003,7;1004,2;1003,7;1,3;67;2,3;;0
04/01/2024;800;26,1;26,7;26,1;86;86;82;23,5;23,6;23,4;1003,8;1003,8;1003,6;0,8;58;2,9;;0
04/01/2024;900;25,9;26,1;25,9;89;89;86;23,9;23,9;23,5;1004,2;1004,2;1003,7;1,1;60;1,8;;0
04/01/2024;1000;26;26,1;25,8;88;90;88;23,8;24,1;23,8;1005;1005;1004,2;1,7;78;3,1;0,4;0
04/01/2024;1100;26,2;26,2;26;86;88;86;23,7;23,8;23,7;1006,1;1006,1;1005;2;83;3,4;77,9;0
04/01/2024;1200;26,9;26,9;26,2;84;86;84;23,9;23,9;23,7;1006,8;1006,8;1006,1;2,2;84;4;243;0
04/01/2024;1300;28,1;28,1;26,9;76;84;75;23,5;23,9;23,3;1007,4;1007,4;1006,8;2,8;90;5,1;752,6;0
04/01/2024;1400;29,7;30,1;28;66;77;65;22,7;23,8;22,4;1007,6;1007,6;1007,4;2,7;49;5,5;1478,5;0
04/01/2024;1500;30,1;30,6;29,6;61;67;60;21,8;22,8;21,8;1007,2;1007,6;1007,2;2,6;55;5,5;1525,8;0
04/01/2024;1600;31,1;31,5;30;60;64;59;22,3;22,9;21,8;1006,7;1007,2;1006,7;1,3;49;5,3;2154,7;0
04/01/2024;1700;32,3;32,6;30,7;51;61;50;20,8;22,9;20,7;1005,4;1006,7;1005,4;4,1;51;7,1;2648,9;0
04/01/2024;1800;33;33,3;32,2;50;53;47;21,2;21,8;20,1;1004,4;1005,4;1004,4;3;64;7,3;2993,4;0
04/01/2024;1900;33,5;34,2;32,8;48;50;45;21,1;21,4;20;1003,5;1004,4;1003,5;2,6;31;6,8;2610,2;0
04/01/2024;2000;33,4;34,1;32,8;49;50;46;21,2;21,5;20,2;1003,2;1003,5;1003,1;2,4;17;5,4;1634,2;0
04/01/2024;2100;32,4;33,5;32,4;50;50;47;20,6;21,1;20,3;1003,3;1003,4;1003,2;2,2;17;4,8;624,3;0
04/01/2024;2200;32;32,4;31,8;52;52;49;20,8;20,9;20,4;1004,2;1004,2;1003,3;0,8;343;3,9;153,7;0
04/01/2024;2300;26,8;32;26,6;78;79;52;22,7;22,8;20,8;1005,8;1005,8;1004,2;2,7;66;8,8;3,9;0
05/01/2024;0;25;27,1;24,7;85;88;74;22,3;23;22,1;1006,5;1006,5;1005,8;2,2;75;9,3;;2
05/01/2024;100;25;25,8;24,9;87;87;81;22,7;22,7;22;1006,8;1007;1006,5;3,3;121;7,2;;0,4
05/01/2024;200;25,5;25,7;24,9;88;89;87;23,4;23,7;22,7;1007,7;1007,7;1006,8;1,7;166;5,6;;0
05/01/2024;300;24,7;25,5;24,7;87;89;87;22,4;23,4;22,4;1008,1;1008,1;1007,5;2,4;230;8,7;0,2;0
05/01/2024;400;23,9;24,7;23,9;89;90;87;22;22,5;22;1008,2;1008,4;1008,1;2,2;228;8,7;;0
05/01/2024;500;23,4;23,9;23,4;88;89;87;21,3;21,9;21,2;1007,8;1008,2;1007,8;3,1;233;9,5;0,9;0,4
05/01/2024;600;22,9;23,4;22,9;90;90;88;21,2;21,6;21,2;1007;1007,8;1007;1,4;208;7,9;;0
05/01/2024;700;23;23;22,9;91;91;90;21,4;21,5;21,2;1006,3;1007;1006,3;1,1;203;5,1;;0
05/01/2024;800;22,9;23;22,9;90;91;90;21,1;21,5;21,1;1005,9;1006,3;1005,9;2,7;177;5,6;;0
05/01/2024;900;23;23;22,9;90;90;90;21,2;21,3;21,1;1006,1;1006,1;1005,8;1,8;180;5,7;;0
05/01/2024;1000;22,9;23;22,8;90;90;89;21,1;21,2;21;1006,4;1006,4;1006,1;1,2;194;4,1;0,2;0
05/01/2024;1100;23,4;23,4;22,9;87;90;86;21;21,1;20,8;1007,2;1007,2;1006,4;1,8;180;4,6;79;0
05/01/2024;1200;24,1;24,2;23,4;83;87;82;21;21,3;21;1008,3;1008,3;1007,2;1,9;128;4;454;0
05/01/2024;1300;24,9;24,9;24;81;84;80;21,3;21,5;21;1009;1009;1008,3;2,5;111;4,5;839,7;0
05/01/2024;1400;26,2;26,7;24,9;74;82;73;21,2;22;20,9;1008,8;1009,1;1008,8;2;107;4,3;1614,7;0
05/01/2024;1500;27,9;27,9;26,2;68;74;65;21,4;21,8;20;1008;1008,8;1008;1,3;134;3,7;1838,3;0
05/01/2024;1600;27,2;27,9;26,9;74;74;66;22,2;22,5;20,7;1007,6;1008;1007,6;2,3;121;4,2;1445,3;0
05/01/2024;1700;27,3;27,8;27,1;74;75;70;22,3;22,5;21,6;1007,2;1007,6;1007,2;3;111;5,9;1462,8;0
05/01/2024;1800;27,7;28,3;27,3;73;75;70;22,3;23,2;22,1;1006,5;1007,2;1006,5;2,9;132;5,4;1507,3;0
05/01/2024;1900;27,6;28;27,5;74;75;72;22,4;22,8;22,3;1005,7;1006,5;1005,7;1,7;121;5,1;958,5;0
05/01/2024;2000;27,5;27,8;27,3;75;76;73;22,7;22,9;22,3;1005,1;1005,7;1005,1;2,8;123;4,8;578,4;0
05/01/2024;2100;27,3;27,5;27,3;77;77;75;22,8;22,9;22,5;1004,6;1005,1;1004,6;2,1;124;4,4;404,7;0
05/01/2024;2200;26,8;27,3;26,8;80;80;76;23;23;22,7;1005;1005;1004,6;1;65;3,6;180,4;0
05/01/2024;2300;26,4;26,8;26,4;82;82;80;23,1;23,1;22,8;1005,6;1005,6;1005;0,9;45;2,1;3;0
06/01/2024;0;26;26,4;25,9;85;85;82;23,2;23,2;23;1006,3;1006,3;1005,5;1,5;51;3,1;;0
06/01/2024;100;25,6;26;25,6;86;87;85;23,1;23,3;23,1;1007,3;1007,3;1006,3;1,5;76;3,5;;0
06/01/2024;200;25,2;25,6;25,2;87;87;85;23;23,1;22,8;1007,5;1007,5;1007,3;1,8;62;3,4;;0
06/01/2024;300;25,1;25,3;25,1;88;88;87;23;23,1;22,9;1007,3;1007,6;1007,3;2,7;85;5;;0
06/01/2024;400;24,7;25,1;24,7;90;90;88;22,9;23;22,9;1006,7;1007,3;1006,7;1,5;46;4,3;;0
06/01/2024;500;24,6;24,8;24,6;90;90;90;22,9;23;22,9;1005,7;1006,7;1005,7;1;47;3,6;;0
06/01/2024;600;24,5;24,6;24,5;91;91;90;22,9;23;22,9;1005;1005,7;1005;0,5;49;3;;0
06/01/2024;700;24,7;24,7;24,5;90;91;90;22,9;22,9;22,8;1005,2;1005,2;1004,9;1,4;75;2,4;;0
06/01/2024;800;24,7;24,8;24,6;88;90;88;22,7;22,9;22,7;1005,6;1005,6;1005,2;2,1;85;3,3;;0
06/01/2024;900;24,6;24,8;24,6;89;89;88;22,7;22,7;22,6;1006,1;1006,1;1005,6;2,3;78;3,5;;0
06/01/2024;1000;24,5;24,6;24,4;91;91;89;22,9;22,9;22,6;1006,8;1006,8;1006,1;1,7;73;3,8;;0
06/01/2024;1100;24,8;24,8;24,5;90;91;90;23;23;22,9;1007,6;1007,6;1006,8;1,7;70;2,9;71,9;0
06/01/2024;1200;25,1;25,1;24,8;89;90;88;23,1;23,2;23;1008,7;1008,7;1007,6;2,6;79;4,9;228,5;0
06/01/2024;1300;26,8;26,8;25,1;80;89;79;23;23,5;22,8;1009,1;1009,1;1008,7;3;76;5,8;935;0
06/01/2024;1400;27,7;27,7;26,4;74;80;73;22,7;23,1;22,4;1009;1009,2;1009;3,8;73;7,2;1426;0
06/01/2024;1500;29,2;29,2;27,6;68;74;67;22,6;23;21,9;1008,4;1009;1008,4;3,4;77;7,1;1645,8;0
06/01/2024;1600;29,2;30,2;28,2;65;69;63;22;23,3;21,6;1007,6;1008,4;1007,6;2,8;49;7,3;2437,6;0
06/01/2024;1700;30,7;31;29,2;62;67;61;22,6;23,2;21,9;1006,4;1007,6;1006,4;3,3;66;6,7;2831,8;0
06/01/2024;1800;30,8;31,3;29,9;62;65;60;22,7;23,1;21,8;1005;1006,4;1005;4,1;51;8,1;2330,1;0
06/01/2024;1900;30,1;31,3;29,7;62;66;59;22;23;21,9;1004;1005;1004;3,9;78;8,8;1727,4;0
06/01/2024;2000;30;30,1;29,5;66;67;62;22,8;22,9;22;1003,7;1004;1003,7;3,4;96;7,2;1113,9;0
06/01/2024;2100;28,7;30,3;28,7;70;70;64;22,7;23,1;22,3;1003,7;1003,7;1003,6;4;85;7,6;962,2;0
06/01/2024;2200;28,2;28,8;28,2;70;71;70;22,2;22,9;22,2;1004,3;1004,3;1003,7;2,8;74;6,9;253;0
06/01/2024;2300;27,2;28,2;27,2;72;72;69;21,8;22,3;21,6;1005,3;1005,3;1004,3;1,7;68;6;11;0
07/01/2024;0;;;;;;;;;;;;;;;;;
07/01/2024;100;25,9;26,5;25,9;81;81;77;22,4;22,4;22,1;1006,8;1006,9;1006;1;66;4,2;;0
07/01/2024;200;25,5;25,9;25,5;83;83;81;22,5;22,6;22,4;1007,3;1007,4;1006,8;1,1;60;3,1;;0
07/01/2024;300;25,3;25,5;25,2;84;84;83;22,3;22,5;22,3;1007,3;1007,4;1007,3;1,5;73;2,6;;0
07/01/2024;400;25,1;25,3;25;85;85;84;22,4;22,4;22,3;1006,5;1007,3;1006,5;1,4;68;2,5;;0
07/01/2024;500;24,9;25,1;24,9;86;86;85;22,4;22,4;22,3;1005,8;1006,5;1005,8;1,3;104;2,8;;0
07/01/2024;600;24,9;25;24,9;85;87;85;22,3;22,6;22,3;1005,5;1005,8;1005,5;2,2;96;3,4;;0
07/01/2024;700;24,8;24,9;24,7;87;87;84;22,5;22,5;22;1005,4;1005,5;1005,3;2;93;4;;0
07/01/2024;800;24,5;24,8;24,5;90;90;87;22,8;22,8;22,5;1005,5;1005,5;1005,4;1,8;91;3;;0
07/01/2024;900;24,4;24,5;24,4;91;91;90;22,8;22,8;22,7;1006,1;1006,1;1005,5;1,2;116;3,3;;0
07/01/2024;1000;24,8;24,8;24,4;90;91;90;23,1;23,2;22,8;1007;1007;1006,1;1,2;151;2,9;0,2;0
07/01/2024;1100;25,1;25,1;24,7;88;90;88;22,9;23,1;22,9;1007,9;1007,9;1007;1,6;128;3,6;107,3;0
07/01/2024;1200;26;26;25,1;84;88;84;23,1;23,1;22,7;1008,6;1008,6;1007,9;2,2;126;3,9;590,5;0
07/01/2024;1300;27,5;28;25,7;77;86;75;23;24;22,9;1008,8;1008,8;1008,6;2,7;86;4,9;1583,7;0
07/01/2024;1400;29,3;30,1;27,1;65;78;65;22,1;23,7;22,1;1008,6;1008,8;1008,5;3;63;6;2318,9;0
07/01/2024;1500;30,5;31;29,1;59;68;58;21,6;23,3;21,5;1008,2;1008,6;1008,2;3,4;59;6,8;2948,6;0
07/01/2024;1600;31,2;31,9;30,5;59;61;56;22,1;22,7;21,6;1007,4;1008,2;1007,4;3,4;64;7,3;3158,3;0
07/01/2024;1700;30,7;32,5;30,7;60;60;55;21,9;23,1;21,5;1006,5;1007,5;1006,5;3,4;62;8,2;2745,9;0
07/01/2024;1800;31,3;32,3;30,7;58;60;55;22,2;23;21,1;1005,4;1006,5;1005,4;2,3;95;6,9;2473,8;0
07/01/2024;1900;32;32,5;31,2;57;59;54;22,6;22,9;21,5;1004,4;1005,4;1004,4;1,1;297;5,5;1939,8;0
07/01/2024;2000;32,6;32,7;31,4;58;59;55;23,2;23,3;21,4;1003,7;1004,4;1003,7;1,2;155;4,9;1499;0
07/01/2024;2100;31,9;32,6;31,2;54;58;54;21,4;22,8;21,4;1003,6;1003,8;1003,5;1,6;73;5,4;1013,3;0
07/01/2024;2200;30,9;32;30,9;61;61;53;22,5;22,5;21;1003,5;1003,6;1003,4;1,3;72;3,8;329,9;0
07/01/2024;2300;;;;;;;;;;;;;;;;;
08/01/2024;0;28,6;29,5;28,6;72;72;67;23;23;22,6;1004,3;1004,3;1004;1,9;48;4;;0
08/01/2024;100;27,8;28,6;27,8;76;76;72;23,1;23,1;23;1005,2;1005,2;1004,3;1,6;42;4;;0
08/01/2024;200;27,5;27,8;27,5;75;77;75;22,8;23,1;22,8;1005,8;1005,8;1005,2;1,4;86;2,7;;0
08/01/2024;300;26,9;27,5;26,9;77;77;75;22,6;22,9;22,5;1005,8;1005,9;1005,8;0,8;55;2,6;;0
08/01/2024;400;26,7;27,1;26,7;78;78;76;22,4;22,6;22,4;1005,2;1005,8;1005,2;1,3;44;2,9;;0
08/01/2024;500;26,7;26,9;26,6;77;78;77;22,4;22,5;22,4;1004,7;1005,2;1004,7;0,7;63;2,8;;0
08/01/2024;600;25,8;26,7;25,8;82;82;77;22,6;22,6;22,3;1004,3;1004,7;1004,3;0,9;59;2,8;;0
08/01/2024;700;25,3;25,8;25,3;86;86;82;22,7;22,7;22,6;1004,1;1004,3;1004;1,1;48;2,2;;0
08/01/2024;800;25,1;25,3;25,1;87;87;86;22,8;22,9;22,7;1003,8;1004,1;1003,8;0,7;53;2,3;;0
08/01/2024;900;25,4;25,4;25;86;88;86;23;23,1;22,8;1004;1004;1003,7;1,6;69;3,4;;0
08/01/2024;1000;24,8;25,4;24,8;88;88;86;22,6;22,9;22,6;1004,7;1004,7;1004;1;47;3,4;0,4;0
08/01/2024;1100;26,5;26,5;24,8;81;88;81;23;23,1;22,6;1005,9;1005,9;1004,7;1,3;42;3,1;213;0
08/01/2024;1200;28,5;28,6;26,4;71;81;70;22,6;23,3;22,5;1006,7;1006,7;1005,9;2,5;39;4,1;991,5;0
08/01/2024;1300;29,5;29,7;28,2;67;72;66;22,7;23,1;22,3;1007,1;1007,1;1006,7;3,1;57;6;1790,9;0
08/01/2024;1400;30;30,6;29,4;64;68;62;22,4;23,1;22;1007,1;1007,3;1007,1;2,9;57;7,1;2334,6;0
08/01/2024;1500;30,4;31,8;30;62;65;58;22,2;23,3;21,5;1006,6;1007,1;1006,6;2,9;62;7,7;2309,9;0
08/01/2024;1600;30,6;32,1;30,2;60;62;54;22,1;23;21,3;1006,1;1006,7;1006;2,8;59;6,9;1832,6;0
08/01/2024;1700;30,8;30,9;28,8;62;76;60;22,6;25;21,8;1005,1;1006,1;1005,1;0,6;154;6,9;1448,6;0
08/01/2024;1800;32,8;32,9;30,2;53;71;53;21,9;24,5;21,9;1003,4;1005,1;1003,4;1,4;128;3,8;2100,3;0
08/01/2024;1900;32,4;33,4;31;57;62;48;22,9;23,7;20,7;1002,8;1003,4;1002,8;1,2;232;5,3;2294,4;0
08/01/2024;2000;32,5;33,1;32;52;57;50;21,3;23,2;20,9;1002,5;1002,8;1002,4;2,9;44;7;1613,1;0
08/01/2024;2100;31,5;33,2;31,4;55;55;48;21,3;21,6;20,5;1002,4;1002,6;1002,3;2,7;52;7,8;995,6;0
08/01/2024;2200;29,8;31,5;29,8;63;64;55;22;22,7;21,2;1003,2;1003,2;1002,4;2,3;52;5,5;301;0
08/01/2024;2300;28,5;29,8;28,5;72;72;63;23;23;22;1003,7;1003,7;1003,1;2,2;43;4,4;6,7;0
09/01/2024;0;28,2;28,6;28;75;76;71;23,4;23,4;22,8;1004,8;1004,8;1003,7;0,9;84;4,8;;0
09/01/2024;100;26,2;28,2;26,2;87;88;75;23,8;24,1;23,3;1006;1006;1004,8;1,5;123;6,8;;0,4
09/01/2024;200;26,3;26,3;25,8;86;88;85;23,8;24;23,6;1006;1006,1;1005,8;1,2;50;3,1;;0
09/01/2024;300;26;26,3;25,9;87;87;86;23,6;23,8;23,5;1006,1;1006,1;1005,8;1,1;54;2,7;;0,2
09/01/2024;400;25,9;26,1;25,8;87;87;86;23,6;23,7;23,5;1005,9;1006,1;1005,9;1,2;66;2,4;;0
09/01/2024;500;25,4;25,9;25,4;89;89;87;23,5;23,7;23,5;1005,5;1005,9;1005,5;0,6;35;2,4;;0
09/01/2024;600;25,5;25,5;25,4;87;89;87;23,2;23,5;23,2;1004,8;1005,5;1004,8;1,1;45;2,2;;0
09/01/2024;700;25,2;25,5;25,2;88;88;87;23;23,2;23;1004,7;1004,8;1004,5;1,2;47;2,8;;0
09/01/2024;800;25;25,2;25;87;88;87;22,7;22,9;22,7;1004,9;1004,9;1004,6;1,3;50;2,8;;0
09/01/2024;900;25,1;25,2;24,9;87;88;87;22,7;22,8;22,6;1005;1005;1004,8;1,1;19;3,3;;0
09/01/2024;1000;25;25,2;25;88;88;86;22,8;22,8;22,7;1005,6;1005,6;1005;1,3;44;2,8;;0
09/01/2024;1100;26,3;26,3;25;83;88;83;23,1;23,1;22,8;1006,5;1006,5;1005,6;1,8;43;3,1;163,5;0
09/01/2024;1200;28,1;28,1;26,3;75;83;74;23,2;23,3;22,4;1007,2;1007,2;1006,5;1,4;39;4,2;759,8;0
09/01/2024;1300;28,6;28,8;28,2;68;75;68;22,2;23,3;22,2;1008;1008;1007,2;3,2;72;5,8;1069,6;0
09/01/2024;1400;26;28,6;25,4;85;85;68;23,2;23,2;21,9;1008,6;1008,8;1008;2,2;52;7,3;898,5;0,2
09/01/2024;1500;27,4;27,4;25,8;75;85;75;22,6;23,2;22,5;1008,1;1008,7;1008,1;1,5;66;4,9;1260;0,4
